sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.5349;-0.4217;8.4575;-0.3633;-1.2902;9.7146;0.7085;-0.1287;-1.2112;0.3386;0.0828;0.1339;2.7;-4.78;-44.76;-13.88;173.36;9.83;1.8;2.0;67.9;;;;NaN;;;;0 / 0;178067;2021-03-12 21:40:35:445
0.487;-2.5153;13.0089;0.8287;-1.0998;9.7095;-0.123;-0.3214;2.6937;-0.1922;1.3944;0.6785;3.0;-7.34;-44.48;-13.9;172.73;6.44;-4.88;2.0;65.518;;;;NaN;;;;0 / 0;178567;2021-03-12 21:40:35:945
0.5828;-1.7823;10.2541;1.1238;-1.9069;9.5536;-1.6489;0.3021;0.9136;-0.0682;-0.0137;0.2501;3.0;-5.58;-43.08;-16.29;174.06;10.19;-4.57;2.0;60.889;;;;NaN;;;;0 / 0;179067;2021-03-12 21:40:36:445
3.1652;-2.0889;10.4937;-0.2326;-0.2338;9.8011;2.291;-1.9925;1.4684;0.3255;0.7895;0.1428;3.0;-7.16;-45.28;-14.19;173.01;6.9;-5.24;2.0;68.146;;;;NaN;;;;0 / 0;179567;2021-03-12 21:40:36:945
-1.9276;-2.501;10.4553;-1.1222;-3.8009;8.9702;-0.965;1.6438;0.9748;-2.3187;0.0285;-0.5716;4.2;-1.43;-37.09;-24.46;174.75;5.22;6.2;2.0;62.123;;;;NaN;;;;0 / 0;180067;2021-03-12 21:40:37:445
-2.6127;-0.7906;7.049;-1.9235;0.8481;9.5787;1.4519;-1.4336;-1.2869;-0.1996;0.0985;0.1792;3.0;-11.4;-45.07;-13.86;162.83;-4.96;11.35;2.0;60.834;;;;NaN;;;;0 / 0;180567;2021-03-12 21:40:37:945
-1.3144;-2.8507;10.2493;-1.4738;-0.4142;9.6864;1.7368;1.8462;-1.9641;-4.4544;0.9421;-0.4322;4.3;-11.08;-43.48;-17.23;164.65;-4.63;1.35;2.0;46.159;;;;NaN;;;;0 / 0;181067;2021-03-12 21:40:38:445
0.4343;-2.5968;10.6709;-0.3601;0.1627;9.7987;-1.1239;-0.8686;-0.8941;-3.8099;1.6569;-0.3722;2.7;5.47;-43.86;-10.97;190.55;-25.0;-8.84;2.0;60.243;;;;NaN;;;;0 / 0;181567;2021-03-12 21:40:38:945
-2.8666;3.871;9.6313;-1.9329;0.2132;9.6119;-1.2984;3.4107;1.869;-1.8741;0.278;-0.4475;2.4;12.12;-40.97;-10.87;195.77;-18.0;10.1;2.0;66.138;;;;NaN;;;;0 / 0;182067;2021-03-12 21:40:39:445
0.075;1.3941;4.9649;-0.6428;4.3191;8.7808;1.3202;-4.5855;0.0451;0.286;0.5688;-0.4421;2.1;7.15;-47.08;5.6;189.44;-26.13;4.19;2.0;63.945;;;;NaN;;;;0 / 0;182567;2021-03-12 21:40:39:945
1.4452;-0.7379;9.5115;0.3915;-0.7192;9.7724;-1.2218;1.2442;4.5163;1.2706;0.6757;-0.2185;4.6;18.7;-29.36;-18.1;212.44;0.37;1.55;2.0;64.57;;;;NaN;;;;0 / 0;183067;2021-03-12 21:40:40:445
-0.3083;0.5652;9.7846;0.0807;-0.3253;9.8009;-0.5889;0.9939;0.2821;-0.8636;-0.6018;0.5067;4.9;19.76;-31.58;-15.44;211.75;-3.98;3.47;2.0;64.568;;;;NaN;;;;0 / 0;183567;2021-03-12 21:40:40:945
2.1303;1.3749;10.2158;0.3012;4.6087;8.651;2.0869;-3.6247;0.5788;1.5485;0.6371;0.1313;3.0;14.47;-44.05;-1.2;198.7;-19.39;-3.68;2.0;60.966;;;;NaN;;;;0 / 0;184067;2021-03-12 21:40:41:445
-3.6236;-2.2087;11.7297;-0.891;0.7324;9.7386;0.6702;4.1227;1.6938;-1.0043;0.6295;-2.9813;5.2;24.21;-25.23;-12.63;223.66;-4.28;5.23;2.0;66.938;;;;NaN;;;;0 / 0;184567;2021-03-12 21:40:41:945
-2.2438;-3.4927;13.6845;-3.8226;0.7555;8.9993;3.3967;2.0998;-2.4642;-4.6841;-0.4519;-0.2184;12.9;29.35;-9.01;2.32;257.55;-23.61;13.43;2.0;65.063;;;;NaN;;;;0 / 0;185070;2021-03-12 21:40:42:448
-5.0992;1.2456;10.7476;-3.2298;2.785;8.8308;-1.0996;-1.0437;-2.0386;-3.6629;0.5344;0.9535;3.3;25.4;-6.25;-1.85;277.24;-37.03;25.42;2.0;61.731;;;;NaN;;;;0 / 0;185566;2021-03-12 21:40:42:944
0.923;-5.1504;15.9745;-3.389;-1.9514;8.9932;2.5723;1.284;0.0639;-2.3795;-1.4987;-2.2779;15.7;25.08;-6.11;0.49;255.35;-0.22;24.27;2.0;58.766;;;;NaN;;;;0 / 0;186067;2021-03-12 21:40:43:445
-5.7843;-1.1068;9.775;-2.6681;-0.8999;9.3937;-4.562;-0.928;-2.1887;-0.8279;0.5826;-3.4827;4.0;-18.4;15.59;-12.46;51.65;-1.69;14.83;2.0;48.45;;;;NaN;;;;0 / 0;186568;2021-03-12 21:40:43:946
-0.9359;-1.4278;10.5224;-4.1356;-1.2382;8.8054;3.3808;1.7387;0.5946;-1.2364;-0.4978;-0.5482;3.6;-8.04;18.9;-8.2;28.63;1.31;20.68;2.0;61.114;;;;NaN;;;;0 / 0;187067;2021-03-12 21:40:44:445
-2.1145;3.4159;8.0215;-2.4834;3.9972;8.6038;1.1382;-0.0425;0.5342;-0.3788;-0.409;-0.6554;2.7;-20.21;4.43;-27.16;66.64;-20.76;14.33;2.0;51.128;;;;NaN;;;;0 / 0;187567;2021-03-12 21:40:44:945
-2.354;1.0491;10.8961;-1.083;-0.0668;9.7464;-1.3088;0.9907;1.2518;-1.44;-0.8494;-0.9256;3.0;-34.58;3.4;-18.36;84.05;-6.91;14.71;2.0;53.669;;;;NaN;;;;0 / 0;188067;2021-03-12 21:40:45:445
-1.827;0.4694;7.7437;-1.9969;1.7264;9.4447;2.1191;-0.4563;-3.2549;-2.1938;1.2734;0.4758;3.3;-31.38;3.9;-22.14;79.29;-10.14;11.94;2.0;62.36;;;;NaN;;;;0 / 0;188567;2021-03-12 21:40:45:945
-4.4285;1.2408;11.495;-1.4678;1.3315;9.6043;-0.5926;0.4111;-1.9064;1.4969;0.7712;0.2993;2.7;-30.39;5.4;-23.32;77.37;-7.8;8.69;2.0;47.717;;;;NaN;;;;0 / 0;189067;2021-03-12 21:40:46:445
-0.9503;2.3523;5.3434;-0.8291;3.846;8.9828;0.179;-3.2411;0.6286;0.8824;2.3965;0.8949;3.3;-3.33;11.41;-26.84;13.76;-10.29;1.76;2.0;63.431;;;;NaN;;;;0 / 0;189567;2021-03-12 21:40:46:945
-4.0548;-2.4435;11.7585;-1.7251;-2.2214;9.3947;0.225;-0.3499;1.9264;-1.1942;-1.2105;-0.9226;2.7;-17.22;21.68;-10.45;41.99;3.9;25.51;2.0;58.109;;;;NaN;;;;0 / 0;190067;2021-03-12 21:40:47:445
-0.476;1.9546;9.3582;-2.6569;2.3018;9.1549;2.54;-0.2042;-0.3671;-0.2304;-0.0721;0.1907;2.7;-23.54;5.6;-25.88;63.24;-21.66;8.1;2.0;56.011;;;;NaN;;;;0 / 0;190567;2021-03-12 21:40:47:945
-0.543;2.3379;10.0529;0.1274;1.1134;9.7424;-0.708;0.5654;0.6229;0.6578;0.4316;0.8382;2.7;-21.72;13.39;-18.13;56.08;-5.3;-0.76;2.0;54.025;;;;NaN;;;;0 / 0;191067;2021-03-12 21:40:48:445
0.4056;3.6171;12.5586;-1.1535;4.0478;8.8575;-0.2641;-1.1488;-0.9998;-0.0288;0.5246;0.5714;2.7;1.68;10.73;-23.9;2.94;-22.87;7.15;2.0;60.776;;;;NaN;;;;0 / 0;191567;2021-03-12 21:40:48:945
-1.0605;0.3161;12.6592;-1.0881;-0.4381;9.7362;-0.7994;1.0021;3.5906;-1.7803;-0.5717;-0.9327;3.0;-2.36;21.47;-11.26;9.16;-14.76;9.06;2.0;68.761;;;;NaN;;;;0 / 0;192067;2021-03-12 21:40:49:445
-2.2774;-0.6564;11.9645;-1.3837;-0.5888;9.6907;-1.5199;0.4748;1.6148;-2.511;-0.0837;-0.6546;3.6;-11.02;19.92;-12.75;33.42;3.44;8.13;2.0;67.438;;;;NaN;;;;0 / 0;192567;2021-03-12 21:40:49:945
0.0223;2.4433;10.8003;-1.0526;3.9112;8.9311;1.4566;-0.839;-1.38;0.903;-0.4228;-0.922;2.7;-10.42;10.5;-24.88;33.37;-23.5;6.72;2.0;55.741;;;;NaN;;;;0 / 0;193067;2021-03-12 21:40:50:445
-2.5265;1.9498;6.7615;-2.2458;1.9293;9.349;1.33;-0.7466;-1.0266;-0.7476;-1.0686;0.3197;3.3;-9.89;15.78;-19.39;36.35;0.61;5.05;2.0;60.978;;;;NaN;;;;0 / 0;193567;2021-03-12 21:40:50:945
0.0702;3.0518;8.9079;-0.2296;2.4195;9.5007;0.2993;0.4455;-0.524;-0.3508;-0.0774;0.0148;3.0;-11.26;15.0;-19.52;31.31;-14.72;2.44;2.0;59.88;;;;NaN;;;;0 / 0;194067;2021-03-12 21:40:51:445
-0.1885;2.3858;9.133;-1.033;2.7352;9.3607;0.4539;-0.58;0.2228;0.3545;0.3673;0.5384;3.3;-3.88;14.95;-20.07;16.54;-14.08;5.02;2.0;64.222;;;;NaN;;;;0 / 0;194567;2021-03-12 21:40:51:945
-1.3671;2.702;9.478;-1.1087;2.7362;9.3517;-0.408;-0.0794;0.4326;-0.044;0.1081;0.1179;3.3;-2.78;14.87;-19.39;14.74;-17.83;6.85;2.0;62.943;;;;NaN;;;;0 / 0;195067;2021-03-12 21:40:52:445
-1.736;2.7308;9.4349;-1.3685;2.8192;9.2925;0.0865;0.0411;-0.1747;0.0037;-0.0274;-0.2237;3.3;-2.91;15.26;-19.73;15.52;-16.53;7.34;2.0;62.295;;;;NaN;;;;0 / 0;195566;2021-03-12 21:40:52:944
-1.4725;2.702;9.569;-1.618;2.6494;9.3023;0.1773;0.0181;0.1719;-0.0491;0.009;0.0543;3.6;-2.95;15.75;-19.84;17.28;-15.74;9.95;2.0;49.844;;;;NaN;;;;0 / 0;196067;2021-03-12 21:40:53:445
-1.8414;2.52;10.2158;-2.1058;2.0651;9.3526;0.4003;0.8779;-0.7211;-0.1612;-0.39;-0.6716;2.7;-6.43;16.93;-18.35;26.08;-12.16;12.69;2.0;43.577;;;;NaN;;;;0 / 0;196566;2021-03-12 21:40:53:944
-1.5108;2.8937;10.0002;-1.6235;1.6085;9.5366;-0.7571;1.2624;0.4723;0.1777;-0.2846;-0.0362;2.7;-10.52;17.34;-17.61;36.32;-9.55;10.96;2.0;69.073;;;;NaN;;;;0 / 0;197067;2021-03-12 21:40:54:445
0.4247;1.4372;10.0433;-1.0561;2.011;9.54;0.1372;-0.502;-1.0135;-0.0357;0.1375;0.2859;2.4;-7.81;17.63;-16.35;25.14;-11.83;6.32;2.0;53.189;;;;NaN;;;;0 / 0;197567;2021-03-12 21:40:54:945
-2.0857;1.4037;8.9845;-0.6091;1.1477;9.7202;-1.3029;-0.1887;1.0444;-0.1566;0.0946;-0.6474;2.4;-20.44;15.67;-14.48;50.17;-6.72;3.59;2.0;61.931;;;;NaN;;;;0 / 0;198067;2021-03-12 21:40:55:445
1.2152;0.9006;8.5581;-1.139;2.4479;9.4277;2.2163;-1.3975;-1.2157;1.5956;0.3147;0.5442;2.4;-7.66;17.63;-17.62;25.01;-14.45;6.89;2.0;57.74;;;;NaN;;;;0 / 0;198570;2021-03-12 21:40:55:948
-3.0343;0.8623;11.4615;-1.6625;1.7981;9.496;-0.7415;-0.512;2.7982;0.18;0.1497;-2.2657;2.4;-24.94;11.73;-18.71;62.77;-16.39;14.65;2.0;64.104;;;;NaN;;;;0 / 0;199067;2021-03-12 21:40:56:445
-1.4102;0.3065;9.7271;-2.7123;0.755;9.3938;-1.2258;-0.458;-0.1784;-0.2148;0.1946;-0.6717;2.4;-37.52;-19.95;-19.03;114.85;-4.42;16.11;2.0;63.537;;;;NaN;;;;0 / 0;199566;2021-03-12 21:40:56:944
-0.773;-0.0097;10.4649;-1.6037;0.9249;9.6303;1.3577;-0.5579;0.1285;0.5463;0.0686;-1.9353;2.4;-30.58;-38.17;-11.63;138.81;-5.41;9.45;2.0;58.416;;;;NaN;;;;0 / 0;200068;2021-03-12 21:40:57:446
-4.9124;0.2826;11.7106;-2.6666;-0.229;9.4344;-2.1364;0.7163;2.4646;-0.1052;0.4657;0.2688;2.7;-7.34;-47.69;-8.72;169.2;1.34;15.78;2.0;54.659;;;;NaN;;;;0 / 0;200567;2021-03-12 21:40:57:945
-3.8823;1.1833;9.4253;-2.8993;0.1368;9.3673;-0.8435;1.0911;-0.0893;0.402;-0.234;-0.1826;2.1;4.7;-45.99;-3.98;184.57;-0.31;16.33;2.0;61.99;;;;NaN;;;;0 / 0;201066;2021-03-12 21:40:58:444
-2.7181;1.0108;10.5176;-2.1062;0.0141;9.5778;-0.6427;0.9504;0.4673;-0.3884;-0.2186;1.1825;2.4;-5.62;-47.54;-8.59;170.34;-1.48;15.06;2.0;42.029;;;;NaN;;;;0 / 0;201567;2021-03-12 21:40:58:945
-0.1454;1.0875;9.2911;-1.5125;1.5651;9.5621;1.2453;-0.7539;0.8364;0.6683;0.4146;0.6198;2.1;-20.4;-46.04;-6.66;155.05;-9.18;8.99;2.0;63.368;;;;NaN;;;;0 / 0;202077;2021-03-12 21:40:59:455
-1.0748;2.1942;8.5198;-1.418;1.3891;9.6036;-0.1461;-0.0332;1.2611;2.7478;-0.2278;-0.7579;2.4;-14.88;-46.35;-9.82;160.85;7.43;7.63;2.0;65.37;;;;NaN;;;;0 / 0;202567;2021-03-12 21:40:59:945
-0.246;-1.0541;8.1701;-1.1834;-1.4402;9.6279;-0.2931;-2.5888;2.5519;5.0689;0.3244;0.1882;4.2;-17.39;-44.44;-12.53;157.75;8.45;7.01;2.0;65.69;;;;NaN;;;;0 / 0;203067;2021-03-12 21:41:00:445
-3.4368;0.2203;7.255;-2.4865;-2.7033;9.0928;0.0697;-3.1964;1.4048;2.8376;-0.0304;-0.4907;3.3;-9.78;-45.98;-12.43;164.65;16.0;15.29;2.0;56.852;;;;NaN;;;;0 / 0;203567;2021-03-12 21:41:00:945
-0.9838;-1.1739;11.1405;-2.0562;-2.3935;9.2851;0.9701;-0.5999;2.4785;2.8646;-0.4517;-0.3711;4.6;-4.47;-39.44;-21.97;166.26;9.81;16.9;2.0;59.217;;;;NaN;;;;0 / 0;204067;2021-03-12 21:41:01:445
-0.7251;-1.9548;9.5642;-2.7729;-1.5975;9.2698;0.3554;0.787;-0.5635;2.7355;-0.4386;0.3688;4.8;-5.14;-41.45;-21.85;166.22;11.65;15.88;2.0;65.516;;;;NaN;;;;0 / 0;204567;2021-03-12 21:41:01:945
-0.2843;-0.4073;8.285;-0.7757;3.9394;8.9471;0.2934;-3.2381;2.7106;3.4418;0.2067;0.1213;3.0;-21.55;-47.62;-7.05;154.55;6.17;9.79;2.0;61.212;;;;NaN;;;;0 / 0;205067;2021-03-12 21:41:02:445
-3.1301;-1.2697;11.4231;-1.9918;-1.0024;9.5498;-0.2521;-1.3118;2.9307;1.789;0.458;-1.279;3.0;-20.77;-30.82;-29.54;143.72;17.15;12.69;2.0;56.829;;;;NaN;;;;0 / 0;205566;2021-03-12 21:41:02:944
-0.0017;-3.5166;11.907;-1.4444;-0.5734;9.6827;1.2559;0.3018;0.4012;5.1347;-0.369;-0.9122;4.2;-5.39;-41.53;-24.14;166.28;17.87;15.9;2.0;55.132;;;;NaN;;;;0 / 0;206067;2021-03-12 21:41:03:445
-0.8065;0.6419;10.6422;-1.6094;-0.6792;9.6498;1.1779;0.9758;0.6773;-3.9657;0.5779;-1.0153;5.5;11.47;-41.92;-16.42;190.91;0.2;9.83;2.0;62.903;;;;NaN;;;;0 / 0;206567;2021-03-12 21:41:03:945
0.2666;-2.4722;14.1252;-0.8962;-1.0454;9.7095;1.1086;-0.6508;4.1245;-2.9233;0.1956;1.5905;3.6;2.69;-44.27;-20.95;182.41;-22.3;4.41;2.0;66.525;;;;NaN;;;;0 / 0;207066;2021-03-12 21:41:04:444
-1.3862;3.8471;7.9784;-0.9307;4.5623;8.6307;0.0723;0.9323;-1.5706;-3.0708;-0.3787;-0.9573;4.2;0.6;-51.74;-1.92;181.42;-35.7;-0.58;2.0;64.394;;;;NaN;;;;0 / 0;207567;2021-03-12 21:41:04:945
-1.003;1.945;8.4479;-0.5282;3.7689;9.0381;-0.0716;-1.1342;-0.717;1.4342;-1.7878;-2.3049;2.4;24.86;-33.98;-5.58;223.07;-28.94;1.13;2.0;64.287;;;;NaN;;;;0 / 0;208067;2021-03-12 21:41:05:445
0.7457;2.9416;8.5917;0.2709;1.9187;9.6133;0.1504;0.4667;-0.7376;-0.2913;0.2206;0.3787;3.0;26.71;-23.4;-12.93;233.61;-11.28;-1.61;2.0;67.346;;;;NaN;;;;0 / 0;208567;2021-03-12 21:41:05:945
-0.5143;3.6985;6.6992;-1.3804;4.1039;8.799;1.069;-1.2778;-1.7662;2.6732;0.4058;0.2145;2.7;24.14;-34.45;1.57;218.54;-24.74;8.92;2.0;60.527;;;;NaN;;;;0 / 0;209067;2021-03-12 21:41:06:445
-0.6389;4.6903;7.4993;-0.8959;4.1154;8.8561;0.3655;-0.5691;-0.9595;1.8053;-1.7355;-1.7737;5.5;26.29;-23.84;-4.28;227.2;-5.45;9.75;2.0;58.755;;;;NaN;;;;0 / 0;209567;2021-03-12 21:41:06:945
-1.324;-0.4169;12.0843;-0.6901;1.613;9.6484;-0.579;-0.3623;3.8194;4.253;-1.0328;-1.2206;3.9;20.82;-3.43;-13.23;258.96;3.23;5.48;2.0;42.497;;;;NaN;;;;0 / 0;210068;2021-03-12 21:41:07:446
0.099;-3.0184;11.9358;-0.6642;-2.6828;9.4091;0.0643;1.0273;2.3206;-4.3829;0.3724;-0.3283;16.0;13.42;11.8;-5.13;308.2;15.88;4.04;2.0;34.807;;;;NaN;;;;0 / 0;210567;2021-03-12 21:41:07:945
0.511;-1.629;10.1439;-0.0664;-1.0744;9.7474;0.3359;1.0581;0.9706;-2.2953;-0.1219;-0.3374;7.6;9.65;14.14;-6.21;326.2;-9.35;0.8;2.0;50.068;;;;NaN;;;;0 / 0;211067;2021-03-12 21:41:08:445
0.5589;-2.0506;12.4628;-0.8668;-1.5402;9.6461;0.7967;0.4744;3.0001;-1.3329;0.0244;0.1659;8.2;10.1;15.67;-3.27;327.85;-22.5;-0.15;2.0;51.244;;;;NaN;;;;0 / 0;211568;2021-03-12 21:41:08:946
-1.4294;3.4446;7.7916;-1.1732;0.6342;9.7155;0.8058;0.5702;-0.7421;-0.688;-1.048;-0.648;3.3;2.78;18.18;-11.09;351.44;-30.58;-0.89;2.0;45.124;;;;NaN;;;;0 / 0;212067;2021-03-12 21:41:09:445
-1.7504;2.6685;8.539;-0.5713;1.3159;9.7012;0.6305;1.0201;-1.7475;-0.6888;-0.6629;-2.2664;3.4;-25.06;12.89;-15.66;60.21;-7.71;3.37;2.0;49.66;;;;NaN;;;;0 / 0;212567;2021-03-12 21:41:09:945
1.2248;0.7617;10.5272;0.8816;1.1248;9.702;0.0741;-0.2321;0.9405;-1.1319;0.5582;0.207;3.7;-33.46;7.85;-12.48;73.09;-6.59;-5.19;2.0;65.466;;;;NaN;;;;0 / 0;213067;2021-03-12 21:41:10:445
0.3912;0.4263;13.0185;-0.1896;-0.327;9.7994;0.5436;0.1346;3.1575;1.3631;0.1381;0.9494;3.0;-30.53;12.05;-15.01;62.44;-16.72;-1.25;2.0;53.565;;;;NaN;;;;0 / 0;213566;2021-03-12 21:41:10:944
-0.8209;3.1619;10.1871;0.0924;2.7538;9.4116;-1.0254;-0.3595;1.8762;0.7982;0.4043;1.0321;2.7;-16.26;13.91;-26.61;30.56;-23.9;-3.65;2.0;61.213;;;;NaN;;;;0 / 0;214067;2021-03-12 21:41:11:445
-1.1706;-0.7283;12.1418;-0.5736;2.2982;9.5163;-0.6964;-1.9597;1.6154;-3.6782;0.2639;1.099;2.7;-0.59;19.1;-21.01;5.53;-13.55;3.45;2.0;63.094;;;;NaN;;;;0 / 0;214568;2021-03-12 21:41:11:946
-0.7011;-0.9247;10.2254;0.0956;0.6368;9.7855;-0.418;1.4924;-0.8898;-2.7301;-0.1615;0.55;5.2;8.5;19.63;-10.03;338.35;-30.4;-4.3;2.0;54.214;;;;NaN;;;;0 / 0;215067;2021-03-12 21:41:12:445
0.1229;0.273;11.907;-0.1066;2.2063;9.5547;0.3281;-0.6472;-2.1076;-3.0579;0.6599;1.7622;3.9;22.4;0.57;-12.1;286.86;-28.81;0.03;2.0;67.076;;;;NaN;;;;0 / 0;215567;2021-03-12 21:41:12:945
0.1517;-0.1965;13.4305;-0.807;-1.3255;9.6831;0.3385;1.9991;1.3294;-2.4317;1.3237;1.3673;4.2;25.2;-18.19;-8.86;237.13;-10.26;1.54;2.0;65.285;;;;NaN;;;;0 / 0;216067;2021-03-12 21:41:13:445
-1.1754;-0.2444;9.5978;-1.9374;-0.6972;9.588;0.8769;-0.0209;-0.2678;1.685;-0.5031;-0.1518;12.6;23.48;-24.83;-5.13;221.88;-3.19;8.85;2.0;54.656;;;;NaN;;;;0 / 0;216568;2021-03-12 21:41:13:946
2.2549;-0.1965;12.1418;-0.0571;2.0478;9.5903;-0.1267;1.7712;0.058;-0.0227;-0.317;-0.6339;6.4;22.65;-19.02;-8.15;234.84;-15.56;5.89;2.0;65.996;;;;NaN;;;;0 / 0;217067;2021-03-12 21:41:14:445
0.2187;1.8157;9.0181;-0.2029;1.5247;9.6853;0.7045;-1.905;-0.7914;0.7291;0.4387;-0.8593;5.8;13.01;6.08;-11.12;294.09;1.06;0.21;2.0;68.618;;;;NaN;;;;0 / 0;217567;2021-03-12 21:41:14:945
-1.3192;1.9882;9.0708;-1.3318;1.039;9.6601;0.7854;0.4905;1.8592;0.3914;0.6603;-0.3953;7.9;12.29;9.96;-7.12;315.96;-8.34;8.75;2.0;63.279;;;;NaN;;;;0 / 0;218067;2021-03-12 21:41:15:445
-2.3684;2.2085;9.5307;-2.1478;2.2643;9.2968;-0.2116;-0.0428;0.1665;0.6354;-0.2677;-0.3689;5.2;5.13;12.39;-12.17;352.02;-10.2;13.89;2.0;67.517;;;;NaN;;;;0 / 0;218567;2021-03-12 21:41:15:945
-2.1528;3.4686;8.9222;-1.8147;3.0376;9.146;-0.3067;0.1921;-0.1066;0.1237;-0.0886;0.0418;4.6;1.09;12.55;-15.94;7.04;-18.04;11.22;2.0;66.061;;;;NaN;;;;0 / 0;219067;2021-03-12 21:41:16:445
-1.5012;2.2565;10.0864;-1.5684;1.8316;9.5056;-0.0445;0.7721;0.3978;-0.7412;-0.2858;0.1108;5.5;2.1;14.15;-12.36;0.6;-16.75;10.3;2.0;63.61;;;;NaN;;;;0 / 0;219566;2021-03-12 21:41:16:944
-0.0304;0.776;8.9462;-0.8424;0.806;9.7371;0.7686;-0.3493;0.7304;0.2569;-0.0725;0.1181;8.5;2.61;13.79;-8.37;351.44;-2.95;5.86;2.0;52.231;;;;NaN;;;;0 / 0;220066;2021-03-12 21:41:17:444
0.1469;1.236;10.4793;-1.0637;0.7446;9.7203;1.3717;1.1248;0.3899;0.0507;-0.2174;0.4222;8.2;3.88;14.16;-7.94;347.83;-4.74;5.89;2.0;60.371;;;;NaN;;;;0 / 0;220567;2021-03-12 21:41:17:945
1.9291;1.8732;8.7737;-0.0972;2.0853;9.5819;0.0076;-1.0912;0.4502;-0.2367;-0.2657;1.5735;8.8;12.29;8.0;-11.69;308.44;-7.68;-0.04;2.0;47.905;;;;NaN;;;;0 / 0;221067;2021-03-12 21:41:18:445
-1.5779;3.368;8.3425;-2.1691;3.098;9.0481;0.8187;0.0207;-0.2603;-0.1594;0.2951;0.1716;4.6;12.56;8.82;-10.57;320.85;-19.15;11.69;2.0;44.838;;;;NaN;;;;0 / 0;221567;2021-03-12 21:41:18:945
-0.1837;0.6659;8.7162;-2.1647;2.4512;9.2453;1.8996;-1.9592;-0.9703;0.5034;-0.9162;-0.6575;5.2;14.61;7.13;-8.97;308.04;-14.47;13.18;2.0;64.456;;;;NaN;;;;0 / 0;222067;2021-03-12 21:41:19:445
-2.7085;3.0038;8.285;-2.7849;2.9099;8.9413;0.4211;0.1301;-0.6148;-0.145;0.0197;0.112;4.6;12.46;10.04;-9.26;326.28;-17.26;17.3;2.0;65.613;;;;NaN;;;;0 / 0;222568;2021-03-12 21:41:19:946
1.0571;0.388;8.0695;-1.7295;2.7447;9.2545;-3.0064;-0.1428;2.9333;1.6722;-0.0088;1.1543;5.5;13.84;8.95;-7.14;310.7;-8.01;13.42;2.0;47.758;;;;NaN;;;;0 / 0;223067;2021-03-12 21:41:20:445
-2.9912;3.7321;7.7197;-2.8677;3.4706;8.7122;0.8868;-0.261;-0.739;-0.2105;0.4755;-0.0709;4.5;14.46;7.38;-9.56;315.43;-21.82;13.89;2.0;45.127;;;;NaN;;;;0 / 0;223567;2021-03-12 21:41:20:945
2.5136;2.1511;9.6026;-1.6166;2.1908;9.4211;3.3264;-0.5867;2.3077;1.384;-0.8438;1.497;5.2;16.16;3.96;-11.06;296.47;-12.91;9.74;2.0;60.518;;;;NaN;;;;0 / 0;224067;2021-03-12 21:41:21:445
-2.2007;3.7512;8.4623;-2.6444;3.8479;8.6239;0.5176;0.1937;0.5203;-0.1978;0.2538;0.0026;4.6;17.16;5.48;-8.27;304.49;-23.1;17.05;2.0;60.971;;;;NaN;;;;0 / 0;224568;2021-03-12 21:41:21:946
-4.8501;0.3784;10.3931;-2.7969;2.0389;9.1755;-1.5795;0.9963;-0.9778;-0.7077;-0.136;0.3895;4.9;19.14;3.97;-3.68;291.36;-17.27;17.29;2.0;61.554;;;;NaN;;;;0 / 0;225067;2021-03-12 21:41:22:445
-1.1323;0.8767;11.5381;-2.5738;3.2928;8.8715;4.5112;-1.5079;0.1808;0.9925;-1.4138;-3.3746;4.6;18.41;3.64;-7.52;294.77;-12.09;18.56;2.0;56.195;;;;NaN;;;;0 / 0;225568;2021-03-12 21:41:22:946
-0.9359;-2.7836;14.3552;0.8125;3.7545;9.023;-1.9702;-9.2049;6.9787;1.2466;-4.0323;-3.9633;3.7;-41.22;-25.16;-7.0;120.35;-18.72;12.46;2.0;54.919;;;;NaN;;;;0 / 0;226067;2021-03-12 21:41:23:445
-5.128;1.006;8.2755;-2.4661;2.2308;9.2256;-2.2737;-1.6218;-0.2012;-1.149;1.6558;3.2142;3.9;-36.14;-26.23;-17.56;120.77;-13.15;14.97;2.0;51.733;;;;NaN;;;;0 / 0;226567;2021-03-12 21:41:23:945
-2.033;-0.5319;8.1749;-2.7435;4.4384;8.3033;1.1803;-5.9124;2.9881;0.3993;2.1225;1.4446;3.9;-9.56;7.56;-24.36;49.7;-17.02;15.57;2.0;65.051;;;;NaN;;;;0 / 0;227067;2021-03-12 21:41:24:445
